Date,SAUDI ARABIA DOMESTIC SMALL CAP
2002-05,346.9342710769405
2002-06,314.54159195065944
2002-07,326.19131249898993
2002-08,328.8721894041585
2002-09,326.0312705565579
2002-10,318.91183115617906
2002-11,302.15897321727175
2002-12,292.6233532449032
2003-01,291.01620423539873
2003-02,291.35910143034926
2003-03,295.47270625003597
2003-04,307.12955429919606
2003-05,354.12072077959556
2003-06,374.0992249325284
2003-07,426.1875044964421
2003-08,468.34286078386486
2003-09,441.01718150305817
2003-10,386.17209076443714
2003-11,412.15293812760876
2003-12,423.59231699158516
2004-01,456.823054392008
2004-02,489.8362851050959
2004-03,542.702005195461
2004-04,680.4430401535939
2004-05,655.6368669551111
2004-06,641.336541565491
2004-07,682.7366290789956
2004-08,732.8633608648687
2004-09,731.8937859336035
2004-10,669.1788746000382
2004-11,702.0876485110738
2004-12,647.296425349317
2005-01,640.7090947856555
2005-02,691.1573095521085
2005-03,757.9406821307058
2005-04,883.0457650619766
2005-05,1193.722973506082
2005-06,1474.6712462655332
2005-07,1327.3420387812812
2005-08,1605.1482088646949
2005-09,1852.6839662183588
2005-10,1975.0583412066196
2005-11,2173.7731856217197
2005-12,2488.2144037646426
2006-01,2855.194470610332
2006-02,3372.132416401618
2006-03,1721.5144471610129
2006-04,1190.2141737641582
2006-05,1298.9918484163159
2006-06,1856.7964654778684
2006-07,1493.1032910518627
2006-08,1822.623861752868
2006-09,2168.0683679475505
2006-10,1637.5393478963674
2006-11,920.6593884581771
2006-12,846.64329250293
2007-01,813.2324429474476
2007-02,961.8145346325744
2007-03,964.613604750706
2007-04,910.6014674408652
2007-05,925.9762726403097
2007-06,785.2718359922571
2007-07,907.8478991277086
2007-08,994.8268687576258
2007-09,926.6092283726732
2007-10,928.0872642085864
2007-11,1000.0
2007-12,1031.6701412667874
2008-01,887.1171081248025
2008-02,919.2352878647616
2008-03,806.2659708442668
2008-04,897.086220202201
2008-05,881.9973896940559
2008-06,852.7444306105854
2008-07,810.4084182740819
2008-08,840.1391748128892
2008-09,716.6564827079511
2008-10,539.5886452566691
2008-11,479.91941065524395
2008-12,483.6185252413222
2009-01,541.1482212291722
2009-02,528.8916301350447
2009-03,511.6727652299222
2009-04,620.0820247501943
2009-05,604.9034776255119
2009-06,617.5127028660564
2009-07,615.9966034494279
2009-08,579.0189319401272
2009-09,606.9643992783801
2009-10,621.5403163227974
2009-11,607.1585342133683
2009-12,604.7404741572286
2010-01,613.1613594800206
2010-02,636.2285253178823
2010-03,665.7204112561803
2010-04,676.0502289475919
2010-05,647.7827261289427
2010-06,644.920915930319
2010-07,616.7740575790872
2010-08,609.9810662214014
2010-09,598.2048515056147
2010-10,564.6390696749288
2010-11,601.0189338661572
2010-12,620.9249460550711
2011-01,573.6497184851318
2011-02,544.3899475055925
2011-03,582.170655577916
2011-04,579.1262145401873
2011-05,640.6810847365274
2011-06,608.4082419577989
2011-07,590.7518311668646
2011-08,546.9195036504435
2011-09,623.6845167631498
2011-10,610.9557148643577
2011-11,638.4309911743422
2011-12,716.9450950481477
2012-01,751.953285544401
2012-02,799.1558985732155
2012-03,861.0480680800266
2012-04,850.5420418814781
2012-05,825.8768542931683
2012-06,739.4767679666969
2012-07,838.1205751449926
2012-08,880.6415737270222
2012-09,864.2167409352113
2012-10,816.4387239754174
2012-11,758.7670824600434
2012-12,785.2033271413925
2013-01,765.241141763424
2013-02,787.6897672492993
2013-03,838.4325323308861
2013-04,864.1179370750676
2013-05,873.2678282197884
2013-06,862.1918403364373
2013-07,893.2802252362782
2013-08,855.5753978139252
2013-09,882.0071275138786
2013-10,874.8885882214178
2013-11,891.6283741835734
2013-12,902.1478571665709
2014-01,923.6988319579319
2014-02,947.3953419284768
2014-03,997.6581804141571
2014-04,1086.537544832188
2014-05,1139.3785248851345
2014-06,1079.7735464597083
2014-07,1149.9579362476993
2014-08,1255.1887347278466
2014-09,1332.9843134034204
2014-10,1242.6856474077797
2014-11,1158.9830602817153
2014-12,1063.3073590342933
2015-01,1257.7134759680455
2015-02,1306.4951491627462
2015-03,1318.165693169208
2015-04,1372.1229260104992
2015-05,1418.2375903218121
2015-06,1329.935274819081
2015-07,1334.0012925648307
2015-08,1039.4225803310364
2015-09,1050.584936062613
2015-10,1033.9900502137461
2015-11,1100.1086371474523
2015-12,1015.3177643963261
2016-01,822.5393958940011
2016-02,854.739061264637
2016-03,844.6008288753914
2016-04,932.3725405727748
2016-05,910.5608405506166
2016-06,932.7396777993629
2016-07,910.9852749466935
2016-08,853.9638485352457
2016-09,736.3565327507242
2016-10,763.1962068791105
2016-11,943.3544873485585
2016-12,1014.6712377549043
2017-01,947.8651645709384
2017-02,950.6535338330102
2017-03,955.8804979847125
2017-04,936.1327451587927
2017-05,877.9000186744377
2017-06,876.4088427740038
2017-07,847.8694374950632
2017-08,832.4423804912808
2017-09,845.6068828778112
2017-10,812.6253103446212
2017-11,781.4882886552427
2017-12,833.6755688222459
2018-01,825.1599925865212
2018-02,833.4835473922799
2018-03,843.9494825080293
2018-04,916.1391081846458
2018-05,897.946377387935
2018-06,916.0509983620078
2018-07,852.9668026298261
2018-08,830.6216632105628
2018-09,796.5364993450238
2018-10,812.2391096983824
2018-11,818.7609354386001
2018-12,808.909614463818
2019-01,852.4751319015078
2019-02,859.2650605798475
2019-03,908.2261046829698
2019-04,947.9894717158201
2019-05,917.770853347092
2019-06,928.1856610975831
2019-07,1010.4736264382154
2019-08,1005.4280409959615
2019-09,1061.6145886330037
2019-10,993.887117752734
2019-11,1022.5800714736556
2019-12,1122.7984842010785
2020-01,1209.1612710340592
2020-02,1113.6702782337334
2020-03,910.9736371954604
2020-04,1011.9913603831619
2020-05,944.6092932304215
2020-06,1024.0125067683964
2020-07,1035.6471909157715
2020-08,1077.9660840019335
2020-09,1180.871018830527
2020-10,1110.0699431488658
2020-11,1188.861181822609
2020-12,1185.3539499950762
2021-01,1232.0598485326313
2021-02,1238.5664761078694
2021-03,1349.9004843642815
2021-04,1408.0868134441173
2021-05,1442.1839622152177
2021-06,1554.2007644302414
2021-07,1572.834648184893
2021-08,1559.6908565116519
2021-09,1570.2796312634707
2021-10,1531.273536772381
2021-11,1424.4073366341058
2021-12,1446.2421279108596
2022-01,1570.275556801705
2022-02,1537.9793688356744
2022-03,1626.4645782798225
2022-04,1730.7942851994342
2022-05,1587.493481493078
2022-06,1472.7422671689517
2022-07,1579.7672111018724
2022-08,1670.0855933509358
2022-09,1636.3796927484366
2022-10,1640.4096023713714
2022-11,1493.303115291473
2022-12,1397.7709483948045
2023-01,1453.5659586481454
2023-02,1506.6539771416697
2023-03,1546.608490503628
2023-04,1619.7285514573691
2023-05,1761.2538136451801
2023-06,1837.7174464172788
2023-07,1839.6121989037258
