Date,EM EASTERN EUROPE ex RUSSIA SMALL CAP
2007-05,1000.0
2007-06,1050.993130062629
2007-07,957.4086520263371
2007-08,896.8012656240128
2007-09,903.7972730392912
2007-10,941.4588774281276
2007-11,825.3103751942194
2007-12,845.6449451279698
2008-01,735.6173346125629
2008-02,754.3851038237709
2008-03,726.2803143655686
2008-04,713.0442194181586
2008-05,702.1964451093341
2008-06,605.4775675337527
2008-07,593.9694139348561
2008-08,566.0148044840028
2008-09,503.92629699185403
2008-10,364.1846837986701
2008-11,333.1651344752537
2008-12,288.2957318916201
2009-01,258.73270025229755
2009-02,222.46242969281937
2009-03,254.80164674263037
2009-04,321.42034314356124
2009-05,332.3278215684395
2009-06,346.17644232623627
2009-07,409.3243036495852
2009-08,485.4185367456552
2009-09,468.4381621336041
2009-10,439.6038316682306
2009-11,448.1301672430557
2009-12,461.37377824304997
2010-01,473.5644587973916
2010-02,475.6624461425966
2010-03,543.0976855811078
2010-04,554.6096680839131
2010-05,502.01221226194485
2010-06,472.3048585596338
2010-07,524.8189789788121
2010-08,527.744434634096
2010-09,557.7520255766608
2010-10,575.1519493616769
2010-11,544.7689491705977
2010-12,566.9091614124821
2011-01,582.0326417045504
2011-02,589.1608608582102
2011-03,584.523399282779
2011-04,614.118896475841
2011-05,593.4632005688205
2011-06,566.648265052343
2011-07,529.5947648134689
2011-08,449.94058858385637
2011-09,373.6343455285593
2011-10,412.8126837257246
2011-11,382.47302504303724
2011-12,373.6758840875376
2012-01,429.944150303351
2012-02,448.297045562178
2012-03,437.56527508098173
2012-04,428.4754492413543
2012-05,383.4565330105136
2012-06,400.21510866116955
2012-07,406.2891012161741
2012-08,395.72803394393026
2012-09,432.5390302382092
2012-10,427.8805014977966
2012-11,435.6485309675243
2012-12,467.13120908263016
2013-01,452.039382815405
2013-02,445.08818392742256
2013-03,420.0557377222652
2013-04,406.22482217953825
2013-05,442.3629730677561
2013-06,415.8149121078738
2013-07,443.2499607941369
2013-08,458.33718545063766
2013-09,489.21410303037226
2013-10,526.8497514298948
2013-11,540.4697378762445
2013-12,522.638256099685
2014-01,518.7347072179414
2014-02,549.0056281999053
2014-03,526.6921352121682
2014-04,528.4472542238912
2014-05,520.776050578219
2014-06,523.5927940986413
2014-07,502.6872563224105
2014-08,498.654288090678
2014-09,523.1072707900054
2014-10,523.0328694319203
2014-11,536.0986547641672
2014-12,501.91675284767655
2015-01,541.3842181986528
2015-02,556.3438045506815
2015-03,570.6232102912169
2015-04,578.1556107355033
2015-05,575.7057500021214
2015-06,535.5477694021444
2015-07,566.4655908896419
2015-08,533.7625937492286
2015-09,542.7588453334652
2015-10,549.7811675336101
2015-11,535.3760513105918
2015-12,523.496768142257
2016-01,483.9505052092905
2016-02,507.3586486351744
2016-03,526.8600388313699
2016-04,522.4611534989348
2016-05,498.55642602727136
2016-06,483.3014382913538
2016-07,528.7353830527786
2016-08,581.3253482573626
2016-09,608.2928593708184
2016-10,628.4418188234514
2016-11,626.0822480338846
2016-12,659.0826258908158
2017-01,721.8770745909621
2017-02,761.8788249900864
2017-03,778.0657431560694
2017-04,802.4649218404793
2017-05,801.0231522760552
2017-06,830.815930192495
2017-07,848.7839282849623
2017-08,854.6721982623109
2017-09,863.5293936885561
2017-10,856.8712994932522
2017-11,821.2326946837297
2017-12,827.4676884583288
2018-01,828.6504730529979
2018-02,768.3285612964003
2018-03,739.5307786095939
2018-04,746.8053589225065
2018-05,726.3130620517486
2018-06,663.1842957136743
2018-07,698.5502070320903
2018-08,679.5484070416358
2018-09,646.0564700316412
2018-10,622.1721385196934
2018-11,654.0821690092038
2018-12,642.7396349910629
2019-01,691.1592191589046
2019-02,698.4456118234958
2019-03,684.6066959055416
2019-04,678.924097320724
2019-05,661.5735568943938
2019-06,717.0410256369457
2019-07,697.890192848761
2019-08,668.8017107375906
2019-09,634.5642026055642
2019-10,653.2549508282842
2019-11,672.9069016632807
2019-12,697.8843636828566
2020-01,671.1087980407832
2020-02,580.2458140287756
2020-03,478.5426092708927
2020-04,568.1807806582117
2020-05,593.0756202843187
2020-06,622.8174371433378
2020-07,623.819745984246
2020-08,637.6710870348161
2020-09,612.1412899135248
2020-10,537.749163702738
2020-11,648.5606346355055
2020-12,700.9701451997911
2021-01,724.5879978477918
2021-02,757.2427020208229
2021-03,732.4101479082668
2021-04,787.5937771768497
2021-05,890.6282313438207
2021-06,886.0433648918106
2021-07,894.1186291896023
2021-08,968.3298883535663
2021-09,962.6020030063265
2021-10,1041.7268935968232
2021-11,944.2411441031802
2021-12,950.5444728632143
2022-01,907.0044515304888
2022-02,813.3793665727127
2022-03,902.2057392383256
2022-04,836.3400370029345
2022-05,864.6826099835062
2022-06,812.5067626069275
2022-07,812.8043294862387
2022-08,783.705582959957
2022-09,682.1242090923407
2022-10,749.9584595059713
2022-11,841.7841486848323
2022-12,855.0702176572954
2023-01,926.7847226033812
2023-02,902.2083875705318
2023-03,895.9512287487162
2023-04,981.8733471705658
2023-05,973.8288441127436
2023-06,1055.2862093128651
2023-07,1185.8816153203793
