Date,AC FAR EAST ex JAPAN SMALL CAP
1994-05,798.1901719647877
1994-06,773.4933081586372
1994-07,796.3604629034631
1994-08,863.02211497862
1994-09,895.5488555744678
1994-10,887.549530139399
1994-11,807.9328525050079
1994-12,786.8960098161641
1995-01,696.6860182251924
1995-02,742.3519597336342
1995-03,734.6624875716682
1995-04,708.8996784351694
1995-05,765.2336412862244
1995-06,778.7813124576342
1995-07,816.654635322209
1995-08,799.1161364125682
1995-09,791.3770052977186
1995-10,753.0048628249236
1995-11,739.53247598436
1995-12,762.9732210432637
1996-01,825.3847735028005
1996-02,832.6910870920867
1996-03,847.8095128238988
1996-04,905.923133658399
1996-05,879.5368988625511
1996-06,879.2838033106241
1996-07,834.9405862724153
1996-08,864.1778843292301
1996-09,888.1644194113388
1996-10,889.152243868505
1996-11,916.8051832459786
1996-12,902.6533409039886
1997-01,945.0455105268808
1997-02,1005.6177284591485
1997-03,974.5406407965992
1997-04,925.2163521197535
1997-05,927.4519819735302
1997-06,933.5982627912827
1997-07,913.3381349143593
1997-08,792.136416593406
1997-09,749.2459113563456
1997-10,548.3550692164825
1997-11,479.7342272776275
1997-12,413.49771967439386
1998-01,348.8366781229018
1998-02,465.7760107549486
1998-03,467.21498446178845
1998-04,413.7980009745139
1998-05,353.2609531990983
1998-06,305.68894430726886
1998-07,296.61118754352736
1998-08,246.76471233495315
1998-09,262.8211540775782
1998-10,323.5026679999683
1998-11,376.26172481856986
1998-12,376.14681978339485
1999-01,366.3188315404659
1999-02,348.90406989088933
1999-03,378.7143997321295
1999-04,486.058402391655
1999-05,494.66574332258136
1999-06,568.3313698098864
1999-07,537.942372099712
1999-08,515.6097842933144
1999-09,471.2329931171349
1999-10,480.94340999316773
1999-11,495.2673521396153
1999-12,509.0863211683496
2000-01,503.0692551037522
2000-02,486.9759268468056
2000-03,487.5021039108252
2000-04,442.3973989979427
2000-05,394.37853580961234
2000-06,391.6182346130506
2000-07,379.6193990134323
2000-08,375.60095935030034
2000-09,330.7525491287718
2000-10,299.16474410135066
2000-11,287.15718637366473
2000-12,275.07348231808965
2001-01,310.88659537757917
2001-02,315.2521140726508
2001-03,293.0917553122678
2001-04,296.21296974618156
2001-05,306.80443219483203
2001-06,304.22841964415557
2001-07,285.714325092222
2001-08,288.3451674926974
2001-09,253.1956812718493
2001-10,261.22885421441083
2001-11,286.6293127796419
2001-12,306.8361709525639
2002-01,332.2740000350865
2002-02,335.6378718366238
2002-03,367.0300166132445
2002-04,370.0775070653784
2002-05,362.64168366460393
2002-06,341.69537970049754
2002-07,333.0656783666752
2002-08,326.84614388543025
2002-09,283.6856609774313
2002-10,295.2746632520738
2002-11,306.30911546024157
2002-12,292.4930293140824
2003-01,308.7927226131978
2003-02,296.28774094488665
2003-03,280.0308060270296
2003-04,285.00737600620056
2003-05,319.23362446817924
2003-06,338.0479330949096
2003-07,362.14409837937495
2003-08,382.4620032844652
2003-09,386.6487389111357
2003-10,411.52205300152093
2003-11,411.57626086460084
2003-12,431.0605280347513
2004-01,458.9177727313854
2004-02,479.8731585896256
2004-03,469.0395342516884
2004-04,442.6245125199815
2004-05,422.89944777111236
2004-06,411.64086960987987
2004-07,395.8937148182888
2004-08,410.5465861952136
2004-09,429.4018024341035
2004-10,434.2023140629533
2004-11,470.89183225875604
2004-12,489.3553668947441
2005-01,493.9991604616599
2005-02,531.6309626585872
2005-03,509.7213754574226
2005-04,496.7453907377142
2005-05,506.0398715187459
2005-06,527.1790838890323
2005-07,549.1962229367783
2005-08,531.9715163713092
2005-09,554.3210135224226
2005-10,522.4535750823396
2005-11,569.092632189714
2005-12,602.0934352209283
2006-01,632.7066789753551
2006-02,636.7983100385175
2006-03,660.1119919661178
2006-04,709.2869011936937
2006-05,673.5846488862766
2006-06,644.0621167536868
2006-07,643.059496381324
2006-08,658.2395749981022
2006-09,684.6849686061379
2006-10,708.2180633950571
2006-11,777.0028278962924
2006-12,802.162071748999
2007-01,798.9675245087833
2007-02,832.231653341812
2007-03,867.0007520818391
2007-04,914.7689068899516
2007-05,1000.0
2007-06,1056.2551267034733
2007-07,1172.3202555348466
2007-08,1100.4889532340533
2007-09,1173.9729949184423
2007-10,1240.0387346342966
2007-11,1098.8287692846993
2007-12,1090.264447816188
2008-01,940.7325575026942
2008-02,1024.3146391940948
2008-03,970.4953711987863
2008-04,1013.7240416230551
2008-05,1000.7907964746703
2008-06,888.41974894765
2008-07,849.4053715901696
2008-08,769.7661436145662
2008-09,614.4599739708051
2008-10,431.282490115015
2008-11,409.07544826834953
2008-12,476.29323319113723
2009-01,452.19646050942396
2009-02,442.1456626935477
2009-03,510.03676216469404
2009-04,620.5643905240419
2009-05,769.834940207397
2009-06,748.7636463858817
2009-07,850.5929909187253
2009-08,823.9701740728094
2009-09,891.1701648555119
2009-10,904.5099318137659
2009-11,938.5346325078674
2009-12,1004.883151573402
2010-01,951.8883454128323
2010-02,960.3638809959664
2010-03,1046.021976320711
2010-04,1069.085473994291
2010-05,955.8308672907488
2010-06,971.4342880260847
2010-07,1036.4728866413473
2010-08,1033.8609025100188
2010-09,1160.8393410833637
2010-10,1200.5521094998023
2010-11,1191.6281304663457
2010-12,1255.0193666330886
2011-01,1255.343957616554
2011-02,1190.767943973118
2011-03,1238.036079515045
2011-04,1289.7924731067749
2011-05,1264.91105839313
2011-06,1231.7208733620778
2011-07,1267.0819426736318
2011-08,1127.118635365734
2011-09,932.3810888694085
2011-10,1034.5116057067978
2011-11,954.9100719781999
2011-12,953.8031112566579
2012-01,1037.0216750871705
2012-02,1129.81204241941
2012-03,1088.2536103181087
2012-04,1071.6733343725575
2012-05,993.7558630132397
2012-06,1008.9177399151125
2012-07,1010.7613292784379
2012-08,1036.7582851086472
2012-09,1096.6510284778806
2012-10,1085.64856089021
2012-11,1115.1490061094976
2012-12,1156.4912770586639
2013-01,1200.088434053332
2013-02,1234.962009644944
2013-03,1246.7173265845172
2013-04,1276.6981733529326
2013-05,1297.53146607436
2013-06,1186.1382365639713
2013-07,1203.5565754825884
2013-08,1180.1864115581693
2013-09,1249.6730428017615
2013-10,1277.8074456807353
2013-11,1264.4935104150081
2013-12,1261.1496794922768
2014-01,1241.602996577209
2014-02,1288.267539229146
2014-03,1294.428911254967
2014-04,1295.6697120930762
2014-05,1321.3667955149156
2014-06,1338.9524166031458
2014-07,1360.9550154177869
2014-08,1383.9734913850882
2014-09,1329.7498280829216
2014-10,1298.861802172616
2014-11,1274.6898514778209
2014-12,1249.6680109755507
2015-01,1271.266234074482
2015-02,1294.5948763462184
2015-03,1318.2296819334747
2015-04,1469.9040782529426
2015-05,1487.0771600827065
2015-06,1405.8569253470844
2015-07,1263.0279425495035
2015-08,1133.9136435608411
2015-09,1138.802383756508
2015-10,1214.5947586101022
2015-11,1190.3155327337204
2015-12,1194.123889929276
2016-01,1094.6989728794147
2016-02,1099.9323896919952
2016-03,1187.474577988728
2016-04,1192.5554517035303
2016-05,1160.7094390668676
2016-06,1170.9857066620418
2016-07,1207.3149254233044
2016-08,1233.2082853799755
2016-09,1249.578989728679
2016-10,1205.4751192276658
2016-11,1178.830617992179
2016-12,1162.1740888605796
2017-01,1206.39131649504
2017-02,1261.7674820654095
2017-03,1287.0985274502361
2017-04,1289.47091
2017-05,1313.527288
2017-06,1319.886881
2017-07,1351.573351
2017-08,1373.192432
2017-09,1386.500529
2017-10,1444.116748
2017-11,1478.785595
2017-12,1503.247494
2018-01,1609.008326
2018-02,1537.185271
2018-03,1530.391642
2018-04,1519.3929873067214
2018-05,1536.5590936755614
2018-06,1432.746265734163
2018-07,1426.2488535786767
2018-08,1408.3069495795385
2018-09,1391.943898507171
2018-10,1202.0843136811914
2018-11,1271.6110758740635
2018-12,1239.6290071738208
2019-01,1317.1378037606532
2019-02,1356.4531452035483
2019-03,1357.5645734529146
2019-04,1363.4066505329763
2019-05,1262.0542895512356
2019-06,1320.349607755153
2019-07,1299.1986171488184
2019-08,1241.9200026373712
2019-09,1263.181992265304
2019-10,1311.0080972504895
2019-11,1295.3634188867659
2019-12,1363.0921519871943
2020-01,1274.9453018027214
2020-02,1224.6345932628967
2020-03,1035.0478933388715
2020-04,1178.5829346691492
2020-05,1208.80757128172
2020-06,1305.4538015704757
2020-07,1416.8945825255673
2020-08,1483.304540836573
2020-09,1455.4632117200847
2020-10,1460.0403816067117
2020-11,1636.7552169244852
2020-12,1739.0798539060725
2021-01,1753.0261511386354
2021-02,1863.943243422624
2021-03,1880.0522130602178
2021-04,2010.9216552315722
2021-05,1999.6077388762837
2021-06,2044.1248636990035
2021-07,1984.657600685678
2021-08,1996.0606465215142
2021-09,1930.443202659182
2021-10,1968.35712248583
2021-11,1923.2795387169901
2021-12,1982.677642279469
2022-01,1830.2364033609556
2022-02,1840.1473060755661
2022-03,1842.6169913878698
2022-04,1732.8175464912172
2022-05,1738.6203036948752
2022-06,1576.028890510795
2022-07,1574.4737052377347
2022-08,1585.1718683949023
2022-09,1360.0148238879724
2022-10,1307.8660054872923
2022-11,1521.8162948597126
2022-12,1536.4289329634587
2023-01,1675.6894927541964
2023-02,1627.7274503642554
2023-03,1655.0229756625113
2023-04,1626.930659273092
2023-05,1610.9766980746838
2023-06,1648.8505542863998
2023-07,1748.4279402529178
